From,To,Link,Time,Count
1,4,124:42,249.52,113
1,4,42:39,182.02,104
1,4,39:23,35.50,104
1,4,23:77,15.07,104
1,4,77:9,18.59,104
1,4,9:84,8.10,104
1,6,124:42,260.46,28
1,6,42:39,164.15,27
1,6,39:23,42.00,27
1,6,23:77,13.33,27
1,6,77:9,21.11,27
1,6,9:11,23.48,27
1,6,11:6,20.44,27
1,6,6:10,11.59,27
1,6,10:7,30.35,26
1,6,7:47,13.65,26
1,8,124:42,169.25,4
1,8,42:39,58.67,3
1,8,39:23,41.33,3
1,8,23:77,12.00,3
1,8,77:9,20.00,3
1,8,9:11,19.33,3
1,8,11:6,16.67,3
1,8,6:10,9.00,3
1,8,10:7,7.67,3
1,8,7:8,36.33,3
1,8,8:123,32.33,3
1,8,123:41,5.33,3
1,8,41:83,17.00,3
1,8,83:12,46.33,3
1,8,12:111,15.33,3
1,10,124:42,228.14,210
1,10,42:39,172.72,193
1,10,39:23,39.99,193
1,10,23:77,13.15,193
1,10,77:9,23.04,193
1,10,9:11,21.76,193
1,10,11:6,21.92,193
1,10,6:10,10.29,192
1,10,10:7,29.65,192
1,10,7:8,44.07,180
1,10,8:123,19.93,179
1,10,123:41,19.07,179
1,10,41:86,8.20,179
1,10,86:48,4.23,179
1,10,48:110,8.64,179
1,10,110:71,9.98,179
1,13,124:42,162.88,8
1,13,42:39,182.13,8
1,13,39:23,100.63,8
1,13,23:22,9.67,6
1,13,22:21,11.57,7
1,13,21:20,14.00,7
1,13,20:87,11.29,7
1,13,87:37,116.43,7
1,13,37:14,154.29,7
1,13,14:112,5.57,7
1,13,112:89,47.29,7
1,13,89:31,4.86,7
1,13,23:77,11.50,2
1,13,77:9,43.50,2
1,13,9:11,14.00,2
1,13,11:6,44.00,1
1,13,6:10,9.00,1
1,13,10:7,44.00,1
1,13,7:8,13.00,1
1,13,8:123,6.00,1
1,13,123:41,19.00,1
1,13,41:86,10.00,1
1,13,86:48,6.00,1
1,13,48:12,42.00,1
1,13,12:83,10.00,1
1,13,83:41,123.00,1
1,13,41:53,108.00,1
1,13,53:50,9.00,1
1,13,50:54,2.00,1
1,13,11:4,941.00,1
1,13,4:3,15.00,1
1,13,3:2,52.00,1
1,13,2:145,29.00,1
1,13,145:22,83.00,1
1,14,124:42,205.12,74
1,14,42:39,213.85,67
1,14,39:23,119.66,61
1,14,23:22,17.90,61
1,14,22:21,20.58,60
1,14,21:20,18.78,60
1,14,20:87,7.32,60
1,14,87:88,4.08,60
1,14,88:93,4.85,60
1,15,124:42,222.00,3
1,15,42:39,195.00,3
1,15,39:23,117.67,3
1,15,23:22,7.67,3
1,15,22:21,16.33,3
1,15,21:20,10.00,3
1,15,20:18,85.50,2
1,15,18:17,181.50,2
1,15,17:37,132.00,2
1,15,37:14,119.33,3
1,15,14:112,6.33,3
1,15,112:89,43.33,3
1,15,89:31,5.00,3
1,15,31:72,7.67,3
1,15,20:87,10.00,1
1,15,87:37,138.00,1
1,24,124:42,205.28,43
1,24,42:39,202.32,37
1,24,39:23,117.51,37
1,24,23:22,15.19,37
1,24,22:21,25.92,37
1,24,21:20,13.08,37
1,24,20:130,33.25,36
1,24,130:131,11.64,36
1,26,124:42,259.38,124
1,26,42:39,253.04,112
1,26,39:23,112.89,103
1,26,23:22,14.65,89
1,26,23:77,14.57,14
1,26,77:9,34.50,14
1,26,9:11,29.14,14
1,26,11:4,47.21,14
1,26,4:3,7.50,14
1,26,3:2,7.86,14
2,25,128:42,184.19,463
2,25,42:75,196.35,394
2,25,75:125,18.62,437
2,25,42:39,406.67,43
2,25,39:23,131.67,43
2,25,23:22,18.09,43
2,25,22:38,51.84,43
2,25,38:75,34.93,43
2,26,128:42,223.67,3
2,26,42:39,148.00,2
2,26,39:23,57.50,2
2,26,23:77,14.00,1
2,26,77:9,34.00,1
2,26,9:11,17.00,1
2,26,11:4,38.00,1
2,26,4:3,7.00,1
2,26,3:2,10.00,1
2,26,23:22,37.00,1
3,9,78:23,43.00,2
3,9,23:77,12.00,2
3,9,77:9,4.00,2
3,9,9:11,15.50,2
3,9,11:6,32.00,2
3,9,6:10,10.00,2
3,9,10:7,14.00,2
3,9,7:8,45.00,2
3,9,8:123,5.50,2
3,9,123:41,11.50,2
3,9,41:83,15.00,2
3,9,83:12,33.50,2
3,9,12:115,19.00,2
3,10,78:23,70.72,127
3,10,23:77,12.94,126
3,10,77:9,9.67,126
3,10,9:11,23.56,126
3,10,11:6,25.67,126
3,10,6:10,9.97,126
3,10,10:7,28.62,126
3,10,7:8,53.08,121
3,10,8:123,15.96,118
3,10,123:41,21.42,118
3,10,41:86,8.23,118
3,10,86:48,4.22,118
3,10,48:110,8.68,118
3,10,110:71,10.12,118
3,13,78:23,112.69,13
3,13,23:22,36.38,13
3,13,22:21,20.69,13
3,13,21:20,32.77,13
3,13,20:87,20.77,13
3,13,87:37,81.58,12
3,13,37:14,157.45,11
3,13,14:112,6.36,11
3,13,112:89,47.40,10
3,13,89:31,5.00,10
3,14,78:23,97.17,405
3,14,23:22,37.67,398
3,14,22:21,20.55,398
3,14,21:20,21.21,398
3,14,20:87,8.86,395
3,14,87:88,3.77,395
3,14,88:93,4.89,395
3,15,78:23,75.00,2
3,15,23:22,44.50,2
3,15,22:21,14.00,2
3,15,21:20,9.50,2
3,15,20:87,36.00,2
3,15,87:37,191.00,2
3,15,37:14,139.50,2
3,15,14:112,6.00,2
3,15,112:89,46.00,2
3,15,89:31,4.50,2
3,15,31:72,8.00,2
3,16,78:23,93.19,188
3,16,23:22,43.02,183
3,16,22:21,18.29,182
3,16,21:20,24.77,181
3,16,20:18,102.49,158
3,16,18:17,50.67,155
3,16,17:16,8.02,155
3,16,16:36,3.27,155
3,16,36:24,19.68,152
3,16,24:32,9.57,151
3,16,32:65,3.50,149
3,16,65:70,15.16,149
3,17,78:23,84.83,6
3,17,23:22,22.50,6
3,17,22:21,15.83,6
3,17,21:20,12.17,6
3,17,20:18,187.33,6
3,17,18:17,45.60,5
3,17,17:16,6.00,5
3,17,16:36,3.00,5
3,17,36:24,35.60,5
3,17,24:32,2.80,5
3,17,32:65,3.40,5
3,17,65:67,0.80,5
3,17,67:69,1.00,5
3,19,78:23,93.80,20
3,19,23:22,45.10,20
3,19,22:21,20.55,20
3,19,21:20,18.85,20
3,19,20:18,70.94,18
3,19,18:17,42.24,17
3,19,17:16,6.06,17
3,19,16:36,3.24,17
3,19,36:24,13.65,17
3,19,24:32,7.18,17
3,19,32:65,2.82,17
3,19,65:67,0.59,17
3,19,67:66,1.25,8
3,19,66:25,5.76,17
3,19,25:142,15.29,17
3,19,142:33,15.88,17
3,19,33:80,6.76,17
3,19,80:61,2.76,17
3,19,67:69,1.22,9
3,19,69:66,1.22,9
3,21,78:23,91.50,2
3,21,23:22,31.00,2
3,21,22:21,29.50,2
3,21,21:20,13.00,2
3,21,20:18,60.00,2
3,21,18:19,44.50,2
3,21,19:134,20.00,2
3,21,134:139,6.50,2
3,22,78:23,94.13,8
3,22,23:22,39.75,8
3,22,22:21,19.25,8
3,22,21:20,23.13,8
3,22,20:18,27.75,8
3,22,18:19,51.38,8
3,22,19:134,19.25,8
3,22,134:135,9.50,8
3,24,78:23,98.36,422
3,24,23:22,41.07,415
3,24,22:21,24.35,408
3,24,21:20,18.55,407
3,24,20:130,33.54,404
3,24,130:131,11.74,401
3,25,78:23,92.41,180
3,25,23:22,38.68,177
3,25,22:38,28.76,164
3,25,38:75,38.02,164
3,25,75:125,16.96,172
3,25,22:21,94.75,12
3,25,21:20,13.25,12
3,25,20:130,29.88,8
3,25,130:75,75.25,8
3,26,78:23,97.43,91
3,26,23:22,36.95,91
5,10,62:27,3.00,1
5,10,27:6,34.00,1
5,10,6:10,7.00,1
5,10,10:7,60.00,1
5,10,7:8,12.00,1
5,10,8:123,7.00,1
5,10,123:41,23.00,1
5,10,41:86,10.00,1
5,10,86:48,4.00,1
5,10,48:110,9.00,1
5,10,110:71,10.00,1
5,13,62:27,5.15,188
5,13,27:30,10.60,188
5,13,30:29,7.43,188
5,13,29:28,6.51,188
5,13,28:26,6.89,188
5,13,26:14,86.94,183
5,13,14:112,5.07,183
5,13,112:89,21.66,182
5,13,89:31,5.81,181
5,15,62:27,9.32,152
5,15,27:30,9.78,152
5,15,30:29,7.37,152
5,15,29:28,8.09,152
5,15,28:26,7.50,152
5,15,26:14,82.41,147
5,15,14:112,5.10,147
5,15,112:89,22.44,147
5,15,89:31,5.42,146
5,15,31:72,8.01,146
5,16,62:27,6.13,625
5,16,27:30,9.99,625
5,16,30:29,7.51,625
5,16,29:28,6.87,625
5,16,28:26,7.38,625
5,16,26:14,75.90,604
5,16,14:15,7.63,604
5,16,15:16,5.21,604
5,16,16:36,7.58,604
5,16,36:24,42.89,604
5,16,24:32,4.16,604
5,16,32:65,4.14,604
5,16,65:70,12.99,600
5,17,62:27,3.88,8
5,17,27:30,8.63,8
5,17,30:29,5.00,8
5,17,29:28,5.25,8
5,17,28:26,10.00,8
5,17,26:14,84.00,8
5,17,14:15,9.13,8
5,17,15:16,4.88,8
5,17,16:36,7.75,8
5,17,36:24,45.25,8
5,17,24:32,5.38,8
5,17,32:65,3.25,8
5,17,65:67,1.00,8
5,17,67:69,1.00,8
5,19,62:27,6.48,29
5,19,27:30,9.28,29
5,19,30:29,7.62,29
5,19,29:28,9.79,29
5,19,28:26,7.93,29
5,19,26:14,67.21,28
5,19,14:15,7.68,28
5,19,15:16,5.14,28
5,19,16:36,7.36,28
5,19,36:24,41.68,28
5,19,24:32,3.64,28
5,19,32:65,2.93,28
5,19,65:67,0.93,28
5,19,67:66,0.61,18
5,19,66:25,4.79,28
5,19,25:142,14.85,27
5,19,142:33,10.89,27
5,19,33:80,6.96,27
5,19,80:61,2.74,27
5,19,67:69,1.40,10
5,19,69:66,1.70,10
5,21,62:27,3.91,45
5,21,27:6,34.50,10
5,21,6:4,17.20,10
5,21,4:3,13.50,10
5,21,3:2,26.40,10
5,21,2:145,22.30,10
5,21,145:22,63.10,10
5,21,22:21,21.00,10
5,21,21:20,22.10,10
5,21,20:18,25.45,44
5,21,18:19,54.63,43
5,21,19:134,20.58,43
5,21,134:139,6.67,43
5,21,27:30,8.86,35
5,21,30:29,5.20,35
5,21,29:28,4.46,35
5,21,28:26,5.20,35
5,21,26:14,64.17,35
5,21,14:37,70.57,35
5,21,37:87,37.11,35
5,21,87:20,47.91,34
5,22,62:27,14.77,22
5,22,27:30,10.06,18
5,22,30:29,9.94,18
5,22,29:28,4.89,18
5,22,28:26,4.39,18
5,22,26:14,57.94,17
5,22,14:37,82.59,17
5,22,37:87,41.06,17
5,22,87:20,55.94,16
5,22,20:18,26.30,20
5,22,18:19,67.90,20
5,22,19:134,21.45,20
5,22,134:135,9.60,20
5,22,27:6,27.25,4
5,22,6:4,13.25,4
5,22,4:3,11.00,4
5,22,3:2,26.75,4
5,22,2:145,34.50,4
5,22,145:22,68.00,4
5,22,22:21,16.25,4
5,22,21:20,6.75,4
5,24,62:27,3.98,136
5,24,27:30,11.41,107
5,24,30:29,8.48,107
5,24,29:28,9.60,107
5,24,28:26,5.64,107
5,24,26:14,66.74,101
5,24,14:37,74.08,99
5,24,37:87,32.39,97
5,24,87:20,30.57,94
5,24,20:130,21.92,123
5,24,130:131,11.43,123
5,24,27:6,47.17,29
5,24,6:4,19.34,29
5,24,4:3,19.28,29
5,24,3:2,33.17,29
5,24,2:145,29.48,29
5,24,145:22,55.41,29
5,24,22:21,17.24,29
5,24,21:20,18.93,29
5,25,62:27,4.00,4
5,25,27:6,68.50,2
5,25,6:4,28.00,2
5,25,4:3,52.00,2
5,25,3:2,46.50,2
5,25,2:145,55.50,2
5,25,145:22,73.50,2
5,25,22:38,58.50,2
5,25,38:75,40.00,2
5,25,27:30,8.50,2
5,25,30:29,5.50,2
5,25,29:28,4.50,2
5,25,28:26,2.50,2
5,25,26:14,18.00,2
5,25,14:37,65.00,2
5,25,37:87,19.00,2
5,25,87:20,8.00,2
5,25,20:130,18.50,2
5,25,130:75,64.50,2
5,25,75:125,18.00,4
5,26,62:27,15.14,102
5,26,27:6,100.20,75
5,26,6:4,40.72,71
5,26,4:3,31.83,70
5,26,3:2,39.55,67
5,26,27:30,18.60,10
5,26,30:29,19.50,10
5,26,29:28,21.70,10
5,26,28:26,20.20,10
5,26,26:14,112.50,8
5,26,14:37,128.14,7
5,26,37:87,62.00,2
5,28,62:27,7.75,44
5,28,27:30,8.59,44
5,28,30:29,6.11,44
5,28,29:28,8.57,44
5,28,28:26,5.32,44
5,28,26:14,77.27,44
5,28,14:112,4.73,44
5,28,112:120,2.52,44
7,10,46:8,58.38,182
7,10,8:123,7.21,182
7,10,123:41,3.57,182
7,10,41:86,8.01,182
7,10,86:48,4.24,182
7,10,48:110,8.66,182
7,10,110:71,10.02,182
7,25,46:8,51.33,3
7,25,8:7,243.33,3
7,25,7:10,140.67,3
7,25,10:6,144.00,3
7,25,6:4,53.67,3
7,25,4:3,142.33,3
7,25,3:2,107.67,3
7,25,2:145,46.00,2
7,25,145:22,73.00,2
7,25,22:38,24.00,2
7,25,38:75,30.00,2
7,25,75:125,17.00,2
7,26,46:8,84.18,49
7,26,8:7,258.16,38
7,26,7:10,120.97,34
7,26,10:6,112.63,32
7,26,6:4,26.57,30
7,26,4:3,24.11,28
7,26,3:2,36.25,28
7,27,46:8,56.89,293
7,27,8:45,6.18,293
8,10,111:12,67.05,38
8,10,12:48,55.97,33
8,10,48:110,9.63,38
8,10,110:71,9.89,38
8,10,12:83,27.40,5
8,10,83:41,36.60,5
8,10,41:86,4.80,5
8,10,86:48,36.20,5
8,11,111:12,63.02,938
8,11,12:48,51.67,938
8,11,48:108,10.40,938
8,12,111:12,105.35,127
8,12,12:83,67.28,119
8,12,83:41,140.24,111
8,12,41:53,70.23,93
8,12,53:50,43.41,93
8,12,50:54,20.27,93
8,12,54:63,10.25,93
8,12,63:74,7.26,106
8,12,41:73,125.08,13
8,12,73:85,6.00,13
8,12,85:63,222.69,13
8,13,111:12,116.50,68
8,13,12:83,74.50,64
8,13,83:41,157.44,59
8,13,41:53,78.02,50
8,13,53:50,39.70,50
8,13,50:54,18.86,50
8,13,41:73,13.25,4
8,13,73:85,3.00,4
8,13,85:63,229.25,4
8,15,111:12,91.64,14
8,15,12:83,49.83,12
8,15,83:41,172.91,11
8,15,41:53,80.27,11
8,15,53:50,19.09,11
8,15,50:54,9.00,11
8,15,54:113,4.90,10
8,15,113:114,13.11,9
8,15,114:31,10.00,9
8,15,31:72,7.89,9
8,16,111:12,130.18,45
8,16,12:83,78.16,43
8,16,83:41,150.05,37
8,16,41:53,68.97,32
8,16,53:50,22.84,32
8,16,50:54,18.44,32
8,16,54:113,5.13,31
8,16,113:114,38.66,29
8,16,114:31,20.17,29
8,16,31:32,37.79,29
8,16,32:65,1.24,29
8,16,65:70,9.14,29
8,17,111:12,113.50,2
8,17,12:83,73.00,2
8,17,83:41,163.50,2
8,17,41:53,110.50,2
8,17,53:50,4.50,2
8,17,50:54,26.00,2
8,17,54:113,5.00,2
8,17,113:114,8.00,2
8,17,114:31,17.50,2
8,17,31:32,31.50,2
8,17,32:65,2.50,2
8,17,65:67,1.00,2
8,17,67:69,1.00,2
8,19,111:12,121.50,2
8,19,12:83,57.00,1
8,19,83:41,74.00,1
8,19,41:53,112.00,1
8,19,53:50,25.00,1
8,19,50:54,63.00,1
8,19,54:113,5.00,1
8,19,113:114,11.00,1
8,19,114:31,28.00,1
8,19,31:32,11.00,1
8,19,32:25,6.00,1
8,19,25:142,12.00,1
8,19,142:33,3.00,1
8,19,33:80,7.00,1
8,19,80:61,3.00,1
8,28,111:12,106.65,144
8,28,12:83,64.69,135
8,28,83:41,151.78,123
8,28,41:53,73.64,123
8,28,53:119,5.63,123
8,28,119:143,9.54,123
9,10,115:12,196.00,8
9,10,12:48,44.17,6
9,10,48:110,9.13,8
9,10,110:71,10.25,8
9,10,12:83,62.50,2
9,10,83:41,41.50,2
9,10,41:86,6.00,2
9,10,86:48,5.00,2
9,11,115:12,176.13,206
9,11,12:48,60.77,206
9,11,48:108,10.75,206
9,12,115:12,214.19,181
9,12,12:83,56.23,176
9,12,83:41,120.89,159
9,12,41:53,77.89,116
9,12,53:50,40.62,114
9,12,50:54,20.82,114
9,12,54:63,10.32,114
9,12,63:74,7.14,147
9,12,41:73,80.48,33
9,12,73:85,33.94,33
9,12,85:63,201.24,33
9,13,115:12,193.90,82
9,13,12:83,57.79,82
9,13,83:41,118.55,75
9,13,41:53,73.02,62
9,13,53:50,38.39,62
9,13,50:54,21.87,62
9,13,41:73,39.00,10
9,13,73:85,28.70,10
9,13,85:63,496.70,10
9,15,115:12,195.48,29
9,15,12:83,51.50,28
9,15,83:41,109.19,26
9,15,41:53,58.96,25
9,15,53:50,43.58,24
9,15,50:54,19.21,24
9,15,54:113,6.92,24
9,15,113:114,25.15,20
9,15,114:31,17.05,20
9,15,31:72,7.60,20
9,15,41:73,13.00,1
9,15,73:85,2.00,1
9,15,85:63,450.00,1
9,15,63:54,17.00,1
9,16,115:12,190.03,31
9,16,12:83,49.65,31
9,16,83:41,125.63,30
9,16,41:53,87.29,28
9,16,53:50,21.04,28
9,16,50:54,19.71,28
9,16,54:113,4.61,28
9,16,113:114,24.52,25
9,16,114:31,15.00,25
9,16,31:32,35.16,25
9,16,32:65,1.12,25
9,16,65:70,8.88,25
9,16,41:73,15.00,1
9,16,73:85,3.00,1
9,16,85:63,564.00,1
9,16,63:54,20.00,1
9,17,115:12,207.48,23
9,17,12:83,51.39,23
9,17,83:41,137.68,22
9,17,41:53,61.10,20
9,17,53:50,25.60,20
9,17,50:54,22.25,20
9,17,54:113,5.00,20
9,17,113:114,25.21,19
9,17,114:31,19.58,19
9,17,31:32,34.58,19
9,17,32:65,2.11,19
9,17,65:67,1.21,19
9,17,67:69,1.26,19
9,19,115:12,189.67,24
9,19,12:83,42.67,24
9,19,83:41,117.74,23
9,19,41:53,63.14,21
9,19,53:50,22.81,21
9,19,50:54,18.81,21
9,19,54:113,5.00,21
9,19,113:114,40.30,20
9,19,114:31,11.75,20
9,19,31:32,25.90,20
9,19,32:25,6.25,20
9,19,25:142,12.95,20
9,19,142:33,17.20,20
9,19,33:80,7.10,20
9,19,80:61,2.80,20
9,21,115:12,189.48,42
9,21,12:83,51.07,41
9,21,83:41,137.05,38
9,21,41:53,59.00,34
9,21,53:50,21.70,33
9,21,50:54,25.28,18
9,21,54:113,4.94,18
9,21,113:114,13.72,18
9,21,114:31,20.22,18
9,21,31:32,32.33,18
9,21,32:65,1.17,18
9,21,65:70,89.71,17
9,21,70:68,22.29,17
9,21,68:101,10.88,17
9,21,101:102,201.81,16
9,21,102:60,26.19,16
9,21,60:33,67.06,16
9,21,33:57,7.88,16
9,21,57:19,19.31,16
9,21,19:134,30.88,25
9,21,134:139,7.12,25
9,21,65:67,1.00,1
9,21,67:69,1.00,1
9,21,69:68,13.00,1
9,21,50:40,66.71,14
9,21,40:5,115.09,11
9,21,5:6,71.10,10
9,21,6:4,55.40,10
9,21,4:3,20.00,10
9,21,3:2,46.67,9
9,21,2:145,83.00,9
9,21,145:22,63.56,9
9,21,22:21,21.22,9
9,21,21:20,15.44,9
9,21,20:18,36.00,9
9,21,18:19,46.33,9
9,21,40:7,802.00,1
9,21,7:10,485.00,1
9,21,10:6,96.00,1
9,22,115:12,229.29,45
9,22,12:83,59.07,45
9,22,83:41,138.90,42
9,22,41:53,65.62,34
9,22,53:50,22.81,32
9,22,50:40,64.72,18
9,22,40:5,65.31,16
9,22,5:6,78.88,16
9,22,6:4,18.94,16
9,22,4:3,19.63,16
9,22,3:2,38.44,16
9,22,2:145,41.31,16
9,22,145:22,65.88,16
9,22,22:21,14.31,16
9,22,21:20,18.31,16
9,22,20:18,34.81,16
9,22,18:19,37.88,16
9,22,19:134,25.52,27
9,22,134:135,9.67,27
9,22,40:7,1308.00,1
9,22,50:54,13.38,13
9,22,54:113,4.44,16
9,22,113:114,15.56,16
9,22,114:31,15.43,14
9,22,31:32,33.79,14
9,22,32:65,1.21,14
9,22,65:70,129.08,13
9,22,70:68,44.77,13
9,22,68:101,30.50,14
9,22,101:102,157.91,11
9,22,102:60,57.00,11
9,22,60:33,80.18,11
9,22,33:57,9.09,11
9,22,57:19,17.36,11
9,22,65:67,2.00,1
9,22,67:69,2.00,1
9,22,69:68,1008.00,1
9,22,114:96,3.00,2
9,22,96:90,3.50,2
9,22,90:40,64.00,2
9,22,41:73,13.67,3
9,22,73:85,3.00,3
9,22,85:63,596.67,3
9,22,63:54,25.00,3
9,24,115:12,168.70,10
9,24,12:83,44.80,10
9,24,83:41,129.60,10
9,24,41:53,75.50,10
9,24,53:50,9.56,9
9,24,50:40,46.33,9
9,24,40:7,65.00,3
9,24,7:10,105.67,3
9,24,10:6,82.00,3
9,24,6:4,44.00,9
9,24,4:3,67.89,9
9,24,3:2,41.22,9
9,24,2:145,39.50,8
9,24,145:22,59.88,8
9,24,22:21,24.50,8
9,24,21:20,4.75,8
9,24,20:130,30.25,8
9,24,130:131,11.50,8
9,24,40:5,156.83,6
9,24,5:6,54.17,6
9,25,115:12,267.00,2
9,25,12:83,38.50,2
9,25,83:41,144.00,2
9,25,41:53,82.50,2
9,25,53:50,52.00,2
9,25,50:40,18.00,1
9,25,40:5,207.00,1
9,25,5:6,104.00,1
9,25,6:4,19.00,1
9,25,4:3,12.00,1
9,25,3:2,55.00,1
9,25,2:145,25.00,1
9,25,145:22,165.00,1
9,25,22:38,14.00,1
9,25,38:75,11.00,1
9,25,75:125,18.00,1
9,26,115:12,189.93,74
9,26,12:83,50.31,71
9,26,83:41,117.34,67
9,26,41:53,51.73,60
9,26,53:50,13.47,59
9,26,50:40,60.90,58
9,26,40:5,96.04,51
9,26,5:6,74.04,50
9,26,6:4,23.13,60
9,26,4:3,31.98,60
9,26,3:2,44.67,60
9,26,40:7,126.50,10
9,26,7:10,62.50,10
9,26,10:6,89.10,10
9,26,41:73,115.20,5
9,26,73:85,100.80,5
9,26,85:63,649.00,5
9,26,63:54,77.20,5
9,26,54:40,35.20,5
9,28,115:12,186.07,178
9,28,12:83,44.65,170
9,28,83:41,119.21,164
9,28,41:53,57.50,160
9,28,53:119,5.38,160
9,28,119:143,9.49,160
10,2,71:110,76.41,59
10,2,110:48,30.43,58
10,2,48:86,29.83,58
10,2,86:41,26.46,57
10,2,41:123,16.83,36
10,2,123:8,41.94,35
10,2,8:7,121.29,31
10,2,7:10,63.03,33
10,2,10:6,141.06,32
10,2,6:4,42.98,44
10,2,4:3,38.19,43
10,2,3:2,47.56,41
10,2,2:145,30.55,40
10,2,145:22,63.51,39
10,2,22:38,59.79,38
10,2,38:75,45.42,38
10,2,75:42,15.68,38
10,2,42:128,9.92,38
10,2,22:21,58.00,1
10,2,21:20,211.00,1
10,2,20:130,18.00,1
10,2,130:75,12.00,1
10,2,41:53,91.00,19
10,2,53:50,21.29,17
10,2,50:40,53.33,15
10,2,40:7,72.50,2
10,2,40:5,110.25,12
10,2,5:6,69.33,12
10,4,71:110,60.29,111
10,4,110:48,38.15,110
10,4,48:86,20.29,110
10,4,86:41,23.88,109
10,4,41:123,16.22,82
10,4,123:8,40.77,79
10,4,8:7,207.37,75
10,4,7:10,99.35,78
10,4,10:6,139.88,76
10,4,6:4,43.60,90
10,4,4:3,35.47,87
10,4,3:2,66.99,80
10,4,2:9,19.44,80
10,4,9:84,9.30,80
10,4,41:53,47.59,22
10,4,53:50,15.27,22
10,4,50:40,56.68,22
10,4,40:7,62.00,4
10,4,40:5,81.19,16
10,4,5:6,99.63,16
10,9,71:110,53.68,44
10,9,110:48,31.52,44
10,9,48:86,27.34,44
10,9,86:41,24.14,43
10,9,41:123,35.71,42
10,9,123:8,30.12,42
10,9,8:45,4.38,42
10,9,45:44,7.31,42
10,9,44:43,4.12,42
10,9,43:51,5.88,42
10,9,51:94,2.31,42
10,9,94:41,9.79,42
10,9,41:83,18.07,42
10,9,83:12,23.43,42
10,9,12:115,18.81,42
10,11,71:110,87.00,5
10,11,110:48,29.00,5
10,11,48:108,10.40,5
10,12,71:110,57.25,4
10,12,110:48,32.75,4
10,12,48:86,21.00,4
10,12,86:41,26.33,3
10,12,41:53,80.67,3
10,12,53:50,26.67,3
10,12,50:54,5.33,3
10,12,54:63,13.33,3
10,12,63:74,7.67,3
10,13,71:110,62.34,187
10,13,110:48,36.97,185
10,13,48:86,24.28,180
10,13,86:41,30.51,176
10,13,41:53,83.48,143
10,13,53:50,39.72,143
10,13,50:54,16.55,143
10,13,41:73,13.04,26
10,13,73:85,10.62,26
10,13,85:63,334.54,26
10,15,71:110,110.71,14
10,15,110:48,40.79,14
10,15,48:86,34.92,13
10,15,86:41,23.15,13
10,15,41:53,67.92,12
10,15,53:50,34.18,11
10,15,50:54,14.91,11
10,15,54:113,26.70,10
10,15,113:114,58.33,9
10,15,114:31,20.44,9
10,15,31:72,7.22,9
10,16,71:110,67.17,153
10,16,110:48,41.81,149
10,16,48:86,30.48,148
10,16,86:41,29.93,146
10,16,41:53,84.99,131
10,16,53:50,31.52,128
10,16,50:54,14.98,128
10,16,54:113,7.86,125
10,16,113:114,23.71,118
10,16,114:31,15.91,118
10,16,31:32,40.86,118
10,16,32:65,1.37,118
10,16,65:70,9.22,118
10,16,41:73,13.00,6
10,16,73:85,18.33,6
10,16,85:63,593.17,6
10,16,63:54,32.33,6
10,19,71:110,49.73,11
10,19,110:48,21.27,11
10,19,48:86,30.09,11
10,19,86:41,35.91,11
10,19,41:53,73.70,10
10,19,53:50,34.30,10
10,19,50:54,19.90,10
10,19,54:113,5.00,11
10,19,113:114,42.00,11
10,19,114:31,22.18,11
10,19,31:32,25.64,11
10,19,32:25,6.00,11
10,19,25:142,12.91,11
10,19,142:33,10.18,11
10,19,33:80,6.82,11
10,19,80:61,2.82,11
10,19,41:73,12.00,1
10,19,73:85,87.00,1
10,19,85:63,798.00,1
10,19,63:54,42.00,1
10,22,71:110,75.92,37
10,22,110:48,42.08,37
10,22,48:86,32.47,36
10,22,86:41,24.67,36
10,22,41:123,28.32,22
10,22,123:8,97.68,22
10,22,8:7,184.50,16
10,22,7:10,147.60,15
10,22,10:6,123.36,14
10,22,6:4,40.67,15
10,22,4:3,27.00,14
10,22,3:2,63.57,14
10,22,2:145,62.38,13
10,22,145:22,75.69,13
10,22,22:21,17.92,13
10,22,21:20,13.15,13
10,22,20:18,25.38,13
10,22,18:19,34.08,13
10,22,19:134,23.44,18
10,22,134:135,9.44,18
10,22,41:53,86.36,14
10,22,53:50,27.23,13
10,22,50:54,3.14,7
10,22,54:113,4.43,7
10,22,113:114,22.57,7
10,22,114:31,6.86,7
10,22,31:32,47.43,7
10,22,32:65,1.14,7
10,22,65:70,9.00,5
10,22,70:68,2.00,5
10,22,68:101,38.57,7
10,22,101:102,195.80,5
10,22,102:60,24.00,5
10,22,60:33,113.60,5
10,22,33:57,10.40,5
10,22,57:19,16.80,5
10,22,65:67,2.00,2
10,22,67:69,2.00,2
10,22,69:68,1035.50,2
10,22,50:40,175.50,4
10,22,40:5,61.50,2
10,22,5:6,29.50,2
10,25,71:110,65.55,222
10,25,110:48,33.20,218
10,25,48:86,26.78,214
10,25,86:41,27.91,211
10,25,41:123,20.01,136
10,25,123:8,48.26,135
10,25,8:7,166.25,128
10,25,7:10,87.12,140
10,25,10:6,130.57,134
10,25,6:4,40.87,165
10,25,4:3,39.32,159
10,25,3:2,42.52,153
10,25,2:145,40.62,148
10,25,145:22,88.04,148
10,25,22:38,32.53,136
10,25,38:75,49.99,136
10,25,75:125,17.03,146
10,25,22:21,57.33,12
10,25,21:20,22.50,12
10,25,20:130,41.42,12
10,25,130:75,36.60,10
